reaction formula	model.dG0	dG0_prime	dGm_prime	dG0_std
3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c	nan	nan	nan	0.0
3hoctaACP_c --> h2o_c + toctd2eACP_c	nan	nan	nan	0.0
3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c	nan	nan	nan	0.0
3haACP_c --> but2eACP_c + h2o_c	nan	nan	nan	0.0
3hhexACP_c --> h2o_c + thex2eACP_c	nan	nan	nan	0.0
3hoctACP_c --> h2o_c + toct2eACP_c	nan	nan	nan	0.0
3hcinnm_c + h_c + nadh_c + o2_c --> dhcinnm_c + h2o_c + nad_c	-483.695254756	-440.193277048	-415.892276873	6.97662547396
3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c	-483.695254756	-440.200365842	-415.899365667	6.97662547396
3dhguln_c + atp_c --> 3dhgulnp_c + adp_c + h_c	27.0764293286	-15.6228661494	-15.6228661494	2.39763647214
3ump_p + h2o_p --> pi_p + uri_p	-13.5378679272	-12.948524176	-30.0633617108	3.63355238141
3cmp_p + h2o_p --> cytd_p + pi_p	-20.5548181273	-21.0309852316	-38.1458227663	4.26366781175
3amp_p + h2o_p --> adn_p + pi_p	-14.8603769363	-15.2950312079	-32.4098687426	5.76878036851
3gmp_p + h2o_p --> gsn_p + pi_p	-11.0885861824	-11.5912101476	-28.7060476823	6.73131274435
3odecACP_c + h_c + nadph_c <=> 3hdecACP_c + nadp_c	nan	nan	nan	0.0
3oddecACP_c + h_c + nadph_c <=> 3hddecACP_c + nadp_c	nan	nan	nan	0.0
3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c	nan	nan	nan	0.0
3omrsACP_c + h_c + nadph_c <=> 3hmrsACP_c + nadp_c	nan	nan	nan	0.0
3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c	nan	nan	nan	0.0
3opalmACP_c + h_c + nadph_c <=> 3hpalmACP_c + nadp_c	nan	nan	nan	0.0
3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c	nan	nan	nan	0.0
3ooctdACP_c + h_c + nadph_c <=> 3hoctaACP_c + nadp_c	nan	nan	nan	0.0
3ocvac11eACP_c + h_c + nadph_c --> 3hcvac11eACP_c + nadp_c	nan	nan	nan	0.0
actACP_c + h_c + nadph_c <=> 3haACP_c + nadp_c	nan	nan	nan	0.0
3ohexACP_c + h_c + nadph_c <=> 3hhexACP_c + nadp_c	nan	nan	nan	0.0
3ooctACP_c + h_c + nadph_c <=> 3hoctACP_c + nadp_c	nan	nan	nan	0.0
h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c	nan	nan	nan	0.0
dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c	nan	nan	nan	0.0
cdec3eACP_c + h_c + malACP_c --> 3ocddec5eACP_c + ACP_c + co2_c	nan	nan	nan	0.0
ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c	nan	nan	nan	0.0
cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c	nan	nan	nan	0.0
h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c	nan	nan	nan	0.0
h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c	nan	nan	nan	0.0
h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c	nan	nan	nan	0.0
h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c	nan	nan	nan	0.0
butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c	nan	nan	nan	0.0
h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c	nan	nan	nan	0.0
LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c	nan	nan	nan	0.0
LalaDgluMdap_e <=> LalaDgluMdap_p	nan	nan	nan	0.0
3ump_e <=> 3ump_p	0.0	0.0	0.0	0.0
dopa_p + h2o_p + o2_p --> 34dhpac_p + h2o2_p + nh4_p	nan	nan	nan	0.0
4hoxpacd_e <=> 4hoxpacd_p	0.0	0.0	0.0	0.0
h2o_c + phthr_c --> 4hthr_c + pi_c	-13.6612832163	-13.8574761354	-30.9723136702	2.41080250663
LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala__D_c	nan	nan	nan	0.0
LalaDgluMdapDala_p + h2o_p --> LalaDgluMdap_p + ala__D_p	nan	nan	nan	0.0
LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c	nan	nan	nan	0.0
LalaDgluMdapDala_e <=> LalaDgluMdapDala_p	nan	nan	nan	0.0
5dglcn_c + h_c + nadph_c <=> glcn_c + nadp_c	-71.1650428827	-25.1951311358	-25.1951311358	6.48216283119
5dglcn_p + h_p <=> 5dglcn_c + h_c	0.0	0.0	0.0	0.0
5dglcn_e <=> 5dglcn_p	0.0	0.0	0.0	0.0
dad_5_c + h2o_c --> 5drib_c + ade_c	nan	nan	nan	0.0
ru5p__D_c <=> ara5p_c	-2.61580241896	-2.62340301415	-2.62340301415	3.4098194466
ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c	nan	nan	nan	0.0
ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c	nan	nan	nan	0.0
ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c	nan	nan	nan	0.0
ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c	nan	nan	nan	0.0
ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c	nan	nan	nan	0.0
ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c	nan	nan	nan	0.0
ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c	nan	nan	nan	0.0
ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c	nan	nan	nan	0.0
ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c	nan	nan	nan	0.0
aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c	nan	nan	nan	0.0
dtdp4aaddg_c + unagamu_c --> dtdp_c + h_c + unagamuf_c	nan	nan	nan	0.0
14glucan_c --> malthx_c	nan	nan	nan	0.0
14glucan_p --> malthx_p	nan	nan	nan	0.0
arbt6p_c + h2o_c --> g6p_c + hqn_c	nan	nan	nan	0.0
4abut_c + akg_c --> glu__L_c + sucsal_c	4.89292044668	6.09339025493	6.09339025493	2.90088176383
4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c	34.6872588897	-49.9110189071	-49.9110189071	3.88313686989
4abut_p + h_p --> 4abut_c + h_c	0.0	0.0	0.0	0.0
4abut_e <=> 4abut_p	0.0	0.0	0.0	0.0
acac_c + accoa_c --> aacoa_c + ac_c	5.72616223071	5.72599549805	5.72599549805	2.78588015621
2.0 accoa_c <=> aacoa_c + coa_c	26.1669901984	26.1274139601	26.1274139601	1.70560770319
acac_p + h_p <=> acac_c + h_c	0.0	0.0	0.0	0.0
acac_e <=> acac_p	0.0	0.0	0.0	0.0
acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c	25.3424088581	-18.1357450564	-1.02090752169	2.37886180519
acald_e <=> acald_p	0.0	0.0	0.0	0.0
acald_p <=> acald_c	0.0	0.0	0.0	0.0
accoa_c + anth_c --> acanth_c + coa_c	-18.0813421474	-18.154234871	-18.154234871	6.12470059514
adocbip_c + gtp_c + h_c --> agdpcbi_c + ppi_c	nan	nan	nan	0.0
accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c	40.8441652164	-4.53367066412	-4.53367066412	3.00335854193
atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c	12.8718933899	14.5883602156	14.5883602156	5.83615717838
acgal1p_p + h2o_p --> acgal_p + pi_p	-21.1157332721	-21.5489878974	-38.6638254321	2.73416780545
acgal1p_e <=> acgal1p_p	0.0	0.0	0.0	0.0
acgal_e <=> acgal_p	0.0	0.0	0.0	0.0
acgam1p_p + h2o_p --> acgam_p + pi_p	-19.0223170155	-19.4555716408	-36.5704091755	5.14395064674
acgam1p_e <=> acgam1p_p	0.0	0.0	0.0	0.0
acgam_c + atp_c --> acgam6p_c + adp_c + h_c	27.8327904004	-12.3851424466	-12.3851424466	5.03300492658
uacgam_c + udcpp_c --> ump_c + unaga_c	4.04595937292	4.41532403248	4.41532403248	9.78733915058
acgam_p + pep_c --> acgam6p_c + pyr_c	-41.4497593612	-39.0505990648	-39.0505990648	5.12637688574
acgam_e <=> acgam_p	0.0	0.0	0.0	0.0
acglu_c + atp_c --> acg5p_c + adp_c	29.54194239	30.4131757947	30.4131757947	5.86656573283
accoa_c + glu__L_c --> acglu_c + coa_c + h_c	14.7567642478	-28.8259625348	-28.8259625348	6.44624895024
2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c	-63.0556398248	-20.7560850939	-20.7560850939	9.72135450888
ac_c + atp_c <=> actp_c + adp_c	11.5032301124	13.5658726067	13.5658726067	1.08755559348
h_c + 2.0 pyr_c --> alac__S_c + co2_c	-73.4120770128	-31.1124559362	-31.1124559362	7.39459813283
acmum6p_c + h2o_c --> acgam6p_c + lac__D_c	-8.32140529473	-5.92054075096	-23.0353782857	6.48161792601
uacmamu_c + unaga_c --> h_c + udp_c + unagamu_c	nan	nan	nan	0.0
acmana_p + pep_c --> acmanap_c + pyr_c	-42.9976863746	-40.5985260782	-40.5985260782	6.06993987375
acmana_e <=> acmana_p	0.0	0.0	0.0	0.0
acmum_p + pep_c --> acmum6p_c + pyr_c	-42.2061204331	-42.2390060492	-42.2390060492	2.52610840106
acmum_e --> acmum_p	0.0	0.0	0.0	0.0
acnam_p + h_p --> acnam_c + h_c	0.0	0.0	0.0	0.0
acnam_e <=> acnam_p	0.0	0.0	0.0	0.0
acnam_c --> acmana_c + pyr_c	7.89873438234	7.86199450215	-9.25284303258	1.74929752215
btcoa_c + fad_c <=> b2coa_c + fadh2_c	-3.65010043515	41.0995812733	41.0995812733	7.77145413286
fad_c + hxcoa_c <=> fadh2_c + hx2coa_c	1.54619295741	46.2960062	46.2960062	7.25449899526
fad_c + occoa_c <=> fadh2_c + oc2coa_c	2.67193466045	47.4214904897	47.4214904897	6.32152490592
dcacoa_c + fad_c <=> dc2coa_c + fadh2_c	2.67193466045	47.4214904897	47.4214904897	6.32152490592
ddcacoa_c + fad_c <=> dd2coa_c + fadh2_c	2.67193466045	47.4214904897	47.4214904897	6.32152490592
fad_c + tdcoa_c <=> fadh2_c + td2coa_c	2.67193466045	47.4214904897	47.4214904897	6.32152490592
fad_c + pmtcoa_c <=> fadh2_c + hdd2coa_c	4.81659783294	49.5661536621	49.5661536621	6.99780052641
fad_c + stcoa_c <=> fadh2_c + od2coa_c	2.67193466045	47.4214904897	47.4214904897	6.32152490592
ACP_c + accoa_c <=> acACP_c + coa_c	nan	nan	nan	0.0
acorn_c + h2o_c --> ac_c + orn_c	1.65179691824	0.695005891995	-16.4198316427	6.68149371778
acolipa_p --> acolipa_e	nan	nan	nan	0.0
acon_T_c <=> acon_C_c	3.69548033589	3.68417592367	3.68417592367	5.44338930061
acon_T_c + amet_c --> aconm_c + ahcys_c	54.0272038353	57.7047747536	57.7047747536	195996.398689
cit_c <=> acon_C_c + h2o_c	8.32204243046	8.31847347149	8.31847347149	2.24415573847
acon_C_c + h2o_c <=> icit_c	-0.688257212209	-0.685094822505	-0.685094822505	2.24575883652
acorn_c + akg_c <=> acg5sa_c + glu__L_c	-13.064478289	-11.6704660579	-11.6704660579	6.37413273688
apoACP_c + coa_c --> ACP_c + h_c + pap_c	nan	nan	nan	0.0
ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c	36.4414098545	-5.12452599319	-5.12452599319	0.800625612343
acser_e <=> acser_p	0.0	0.0	0.0	0.0
acser_c --> acser_p	0.0	0.0	0.0	0.0
ac_p + h_p <=> ac_c + h_c	0.0	0.0	0.0	0.0
ac_p + na1_p --> ac_c + na1_c	0.0	0.0	0.0	0.0
ac_e <=> ac_p	0.0	0.0	0.0	0.0
adn_c + h2o_c + h_c --> ins_c + nh4_c	nan	nan	nan	0.0
4adcho_c --> 4abz_c + h_c + pyr_c	-20.2734815174	-62.4991259221	-79.6139634568	13.0455985552
chor_c + gln__L_c --> 4adcho_c + glu__L_c	-17.4054082323	-16.2731696597	-16.2731696597	6.04634559243
ade_c + h2o_c + h_c --> hxan_c + nh4_c	nan	nan	nan	0.0
ade_p + h_p <=> ade_c + h_c	0.0	0.0	0.0	0.0
ade_e <=> ade_p	0.0	0.0	0.0	0.0
amp_c + atp_c <=> 2.0 adp_c	-44.725248272	-2.13852223538	-2.13852223538	0.316204717578
amp_c + gtp_c <=> adp_c + gdp_c	-42.2174854676	0.347793540401	0.347793540401	2.64186438744
amp_c + itp_c <=> adp_c + idp_c	-48.4449459156	-5.85698346639	-5.85698346639	2.89248993088
amet_c + h_c --> ametam_c + co2_c	-61.029005746	-21.1801789493	-38.295016484	6.08662758862
atp_c --> camp_c + ppi_c	46.6265576331	6.33691813163	-10.7779194031	1.95819552174
adn_c + atp_c --> adp_c + amp_c + h_c	27.0432420219	-13.1799485524	-13.1799485524	2.82432510082
adn_c + h2o_c --> ade_c + rib__D_c	-4.79675341528	-4.84198088443	-21.9568184191	3.45925604005
adn_p + h_p --> adn_c + h_c	0.0	0.0	0.0	0.0
adn_p + h_p <=> adn_c + h_c	0.0	0.0	0.0	0.0
adn_e <=> adn_p	0.0	0.0	0.0	0.0
adocbi_c + atp_c --> adocbip_c + adp_c + h_c	nan	nan	nan	0.0
agdpcbi_c + rdmbzi_c --> adocbl_c + gmp_c + h_c	nan	nan	nan	0.0
adocbl_p + atp_c + h2o_c --> adocbl_c + adp_c + h_c + pi_c	13.4151461123	-27.1877516043	-44.3025891391	0.603476659232
adocbl_e + h_p --> adocbl_p + h_c	0.0	0.0	0.0	0.0
adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c	59.9269414626	-26.0987393776	-43.2135769123	6.46809943673
ade_c + prpp_c --> amp_c + ppi_c	19.219963633	-17.7668882415	-17.7668882415	2.64457010993
aps_c + atp_c --> adp_c + h_c + paps_c	30.3473175371	-14.6944582826	-14.6944582826	11.4795783538
dcamp_c <=> amp_c + fum_c	5.3112066786	10.1419357402	-6.9729017945	2.7248778608
25aics_c <=> aicar_c + fum_c	5.10429624398	12.5274383028	-4.58739923193	5.80176352765
asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c	98.4775988121	9.53029391137	9.53029391137	4.2211349465
acgam6p_c + h2o_c --> ac_c + gam6p_c	-7.82999909368	-7.1239046943	-24.238742229	7.46855275086
anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c	nan	nan	nan	0.0
anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p	nan	nan	nan	0.0
anhgm3p_c + h2o_c --> acgam_c + anhm3p_c	nan	nan	nan	0.0
anhgm3p_p + h_p --> anhgm3p_c + h_c	nan	nan	nan	0.0
anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c	nan	nan	nan	0.0
anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p	nan	nan	nan	0.0
anhgm4p_c + h2o_c --> ala__D_c + anhgm3p_c	nan	nan	nan	0.0
anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p	nan	nan	nan	0.0
anhgm4p_c + h2o_c --> acgam_c + anhm4p_c	nan	nan	nan	0.0
anhgm4p_p + h_p --> anhgm4p_c + h_c	nan	nan	nan	0.0
anhgm_c + h2o_c --> acgam_c + anhm_c	nan	nan	nan	0.0
adphep_DD_c --> adphep_LD_c	0.0	0.0	0.0	0.0
agm_c + h2o_c --> ptrc_c + urea_c	-57.6800640557	-57.6791075028	-74.7939450375	10.9645929438
anhgm_p + h_p --> anhgm_c + h_c	nan	nan	nan	0.0
agm_e <=> agm_p	0.0	0.0	0.0	0.0
1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c	nan	nan	nan	0.0
1tdecg3p_c + myrsACP_c --> ACP_c + pa140_c	nan	nan	nan	0.0
1tdec7eg3p_c + tdeACP_c --> ACP_c + pa141_c	nan	nan	nan	0.0
1hdecg3p_c + palmACP_c --> ACP_c + pa160_c	nan	nan	nan	0.0
1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c	nan	nan	nan	0.0
1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c	nan	nan	nan	0.0
1odec11eg3p_c + octeACP_c --> ACP_c + pa181_c	nan	nan	nan	0.0
acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c	54.4391107722	6.46064537385	23.5754829086	3.14559940183
ag_c + h_e --> ag_e + h_c	0.0	0.0	0.0	0.0
ahcys_c + h2o_c --> ade_c + rhcys_c	-14.7746308239	-14.8197030029	-31.9345405376	5.37041101523
10fthf_c + aicar_c <=> fprica_c + thf_c	3.31465805638	6.77045594769	6.77045594769	5.80176239259
air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c	21.6536177492	-63.7850183264	-63.7850183264	10.6972456522
5aizc_c <=> 5caiz_c	2.24998601161	-37.9803331997	-37.9803331997	10.6742448687
akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c	-22.4043012516	-27.2405304053	-27.2405304053	7.68782565676
akg_p + h_p <=> akg_c + h_c	0.0	0.0	0.0	0.0
akg_e <=> akg_p	0.0	0.0	0.0	0.0
alaala_c + h2o_c --> 2.0 ala__D_c	-2.079751378	-2.10138361506	-19.2162211498	8.21647335514
alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c	13.4151461123	-27.1877516043	-44.3025891391	0.603476659232
2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c	15.4948974903	-25.0863679893	-25.0863679893	8.13234030602
alaala_e <=> alaala_p	0.0	0.0	0.0	0.0
LalaDglu_c <=> LalaLglu_c	nan	nan	nan	0.0
ala__L_c <=> ala__D_c	-0.0390694996343	-0.0390694996343	-0.0390694996343	1.9909490914
ala__D_c + pydx5p_c --> pyam5p_c + pyr_c	0.0207828484428	1.28035816791	1.28035816791	4.28879853675
akg_c + ala__L_c <=> glu__L_c + pyr_c	-1.43599881638	-0.222215949035	-0.222215949035	1.0512769325
ala__L_c + pydx5p_c --> pyam5p_c + pyr_c	-0.0182866511914	1.24128866827	1.24128866827	3.81232610097
ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c	nan	nan	nan	0.0
ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c	13.4151461123	-27.1877516043	-44.3025891391	0.603476659232
ala__L_p + h_p --> ala__L_c + h_c	0.0	0.0	0.0	0.0
ala__L_p + na1_p --> ala__L_c + na1_c	0.0	0.0	0.0	0.0
ala__L_e <=> ala__L_p	0.0	0.0	0.0	0.0
glyald_c + h_c + nadh_c <=> glyc_c + nad_c	-81.953758909	-38.4338813438	-38.4338813438	3.97086195359
etoh_c + nad_c <=> acald_c + h_c + nadh_c	64.0541633878	20.5342935456	20.5342935456	0.639871431571
h2o_c + nad_c + pacald_c --> 2.0 h_c + nadh_c + pac_c	67.5768062375	24.0569363953	24.0569363953	3.94362344805
acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c	36.5650739296	-49.2578685038	-49.2578685038	2.56021288728
acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c	39.9851757643	-48.281103134	-48.281103134	2.61297642001
h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c	37.583201055	-50.6851306879	-50.6851306879	5.11192384155
btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c	41.8006142832	-44.0267638548	-44.0267638548	7.6578057575
all__D_c + atp_c --> adp_c + all6p_c + h_c	30.3375938488	-9.89625103803	-9.89625103803	3.54617333106
all6p_c <=> allul6p_c	nan	nan	nan	0.0
alltt_c + 2.0 h2o_c + 2.0 h_c --> co2_c + 2.0 nh4_c + urdglyc_c	nan	nan	nan	0.0
alltn_c + h2o_c --> alltt_c + h_c	-11.5335682377	-55.7156633786	-55.7156633786	18.5390602714
alltn_p + h_p <=> alltn_c + h_c	0.0	0.0	0.0	0.0
alltn_e <=> alltn_p	0.0	0.0	0.0	0.0
allul6p_c <=> f6p_c	nan	nan	nan	0.0
all__D_p + atp_c + h2o_c --> adp_c + all__D_c + h_c + pi_c	13.4151461123	-27.1877516043	-44.3025891391	0.603476659232
all__D_e <=> all__D_p	0.0	0.0	0.0	0.0
alpp_p + pe160_p --> 2agpe160_p + lpp_p	nan	nan	nan	0.0
alpp_p + pg160_p --> 2agpg160_p + lpp_p	nan	nan	nan	0.0
h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c	-66.243215874	-20.2800104153	-20.2800104153	3.37460278453
acetol_c + h_c + nadh_c --> 12ppd__R_c + nad_c	-63.0200704588	-19.5001997682	-19.5001997682	1.91101716702
altrn_c --> 2ddglcn_c + h2o_c	-37.429516792	-37.429339158	-37.429339158	7.27776379899
anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c	nan	nan	nan	0.0
anhm4p_c + h2o_c --> LalaDgluMdapDala_c + anhm_c	nan	nan	nan	0.0
anhm4p_c + h2o_c --> ala__D_c + anhm3p_c	nan	nan	nan	0.0
malt_c + malttr_c --> glc__D_c + maltttr_c	-1.16795134909	-1.16793972517	-1.16793972517	4.4062880136
malt_c + maltttr_c --> glc__D_c + maltpt_c	-1.16795134909	-1.16793157498	-1.16793157498	4.4062880136
